City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,pimentel,-6.84,-79.93,66.2,29,75,5.82,PE,1585764415
1,victoria,22.29,114.16,69.01,88,40,18.34,HK,1585764288
2,padang,-0.95,100.35,79.9,75,99,1.63,ID,1585764115
3,hasaki,35.73,140.83,55.0,100,75,4.7,JP,1585764415
4,kahului,20.89,-156.47,70.0,88,1,7.63,US,1585764415
5,rocha,-34.48,-54.33,72.52,71,100,12.68,UY,1585764415
6,pangai,-19.8,-174.35,79.79,77,93,11.07,TO,1585764415
7,puerto ayora,-0.74,-90.35,84.2,70,20,8.05,EC,1585764178
8,mataura,-46.19,168.86,53.01,89,57,1.77,NZ,1585764415
9,port alfred,-33.59,26.89,63.0,87,68,9.71,ZA,1585764416
10,watsa,3.04,29.54,69.6,68,70,0.16,CD,1585764416
11,rosetta,31.4,30.42,62.6,77,20,9.17,EG,1585764416
12,punta arenas,-53.15,-70.92,60.01,58,62,25.28,CL,1585764416
13,rikitea,-23.12,-134.97,78.66,73,27,4.68,PF,1585764416
14,ushuaia,-54.8,-68.3,53.6,66,20,7.11,AR,1585764401
15,bengkulu,-3.8,102.27,78.39,82,94,3.89,ID,1585764416
16,ust-nera,64.57,143.2,3.69,81,99,1.68,RU,1585764417
17,qaanaaq,77.48,-69.36,-1.75,81,100,11.39,GL,1585764417
18,georgetown,5.41,100.34,82.4,88,40,2.24,MY,1585764262
19,uzhur,55.3,89.83,33.84,76,9,4.16,RU,1585764417
20,bluff,-46.6,168.33,53.01,89,57,5.26,NZ,1585764417
21,busselton,-33.65,115.33,59.0,91,95,9.69,AU,1585764417
22,atuona,-9.8,-139.03,81.99,78,91,12.01,PF,1585764417
23,sitka,57.05,-135.33,32.0,83,1,4.7,US,1585764417
24,makakilo city,21.35,-158.09,77.0,100,1,6.93,US,1585764417
25,mahebourg,-20.41,57.7,78.8,94,40,4.7,MU,1585764418
26,hamilton,39.18,-84.53,53.6,58,90,9.17,US,1585764330
27,at-bashi,41.17,75.81,35.26,34,100,1.77,KG,1585764418
28,chinameca,13.5,-88.35,91.4,62,4,8.05,SV,1585764418
29,yershov,51.35,48.28,33.67,79,58,10.25,RU,1585764418
30,cherskiy,68.75,161.3,-2.33,87,28,4.65,RU,1585764418
31,saskylakh,71.92,114.08,2.86,92,100,6.98,RU,1585764418
32,sao filipe,14.9,-24.5,75.61,74,65,16.53,CV,1585764418
33,jalalabad,34.43,70.45,61.95,45,39,2.39,AF,1585764418
34,albany,42.6,-73.97,52.0,34,75,11.41,US,1585764360
35,ribeira grande,38.52,-28.7,57.87,83,100,35.25,PT,1585764419
36,paamiut,61.99,-49.67,23.77,87,100,20.24,GL,1585764419
37,carrickfergus,54.72,-5.81,48.2,70,97,10.29,GB,1585764419
38,barra do garcas,-15.89,-52.26,95.0,44,20,3.36,BR,1585764159
39,carnarvon,-24.87,113.63,71.6,83,40,14.99,AU,1585764419
40,thompson,55.74,-97.86,19.4,73,90,6.93,CA,1585764419
41,meulaboh,4.14,96.13,79.43,80,100,4.36,ID,1585764419
42,svetlogorsk,52.63,29.73,34.0,79,94,11.54,BY,1585764420
43,tuktoyaktuk,69.45,-133.04,3.2,65,5,16.11,CA,1585764420
44,porto novo,6.5,2.6,84.2,74,40,13.87,BJ,1585764420
45,saint-augustin,51.23,-58.65,36.93,96,100,15.03,CA,1585764420
46,barrow,71.29,-156.79,3.2,84,1,10.29,US,1585764420
47,avarua,-21.21,-159.78,80.6,88,75,10.29,CK,1585764420
48,saint-junien,45.88,0.9,60.01,47,28,10.29,FR,1585764420
49,taoudenni,22.68,-3.98,92.62,10,12,4.03,ML,1585764420
50,mushie,-3.02,16.9,75.29,85,91,5.95,CD,1585764421
51,nanakuli,21.39,-158.15,77.0,100,1,6.93,US,1585764421
52,pevek,69.7,170.31,-5.04,88,45,2.24,RU,1585764421
53,tasiilaq,65.61,-37.64,17.6,52,20,12.75,GL,1585764421
54,camacupa,-12.02,17.48,67.35,60,33,4.36,AO,1585764421
55,airai,-8.93,125.41,60.67,72,82,1.23,TL,1585764421
56,harlingen,26.19,-97.7,82.99,51,20,14.99,US,1585764421
57,dunedin,-45.87,170.5,50.0,91,8,1.01,NZ,1585764421
58,la ronge,55.1,-105.28,6.8,60,90,4.7,CA,1585764184
59,san patricio,19.22,-104.7,84.2,62,5,5.28,MX,1585764421
60,yellowknife,62.46,-114.35,-2.0,49,40,10.29,CA,1585764385
61,hermanus,-34.42,19.23,71.01,71,2,11.01,ZA,1585764422
62,smoky lake,54.12,-112.47,6.64,84,89,10.31,CA,1585764422
63,fortuna,40.6,-124.16,52.0,66,1,3.36,US,1585764422
64,port elizabeth,-33.92,25.57,62.6,72,65,2.24,ZA,1585764422
65,vaini,-21.2,-175.2,73.4,94,40,2.24,TO,1585764422
66,kiruna,67.86,20.23,19.4,62,53,3.36,SE,1585764422
67,castro,-24.79,-50.01,79.29,43,36,1.77,BR,1585764422
68,nkoteng,4.52,12.03,73.51,62,77,5.35,CM,1585764423
69,acapulco,16.86,-99.89,86.0,66,5,6.93,MX,1585764310
70,coihaique,-45.58,-72.07,59.0,54,40,8.05,CL,1585764423
71,bredasdorp,-34.53,20.04,64.99,63,32,18.34,ZA,1585764423
72,ihosy,-22.4,46.12,71.4,55,44,1.61,MG,1585764423
73,yulara,-25.24,130.99,71.6,73,48,11.41,AU,1585764423
74,new norfolk,-42.78,147.06,59.0,93,90,1.34,AU,1585764423
75,yabelo,4.88,38.08,64.67,48,70,10.09,ET,1585764423
76,kapaa,22.08,-159.32,68.0,94,75,4.7,US,1585764423
77,vasai,19.47,72.8,82.4,58,3,7.47,IN,1585764321
78,yicheng,31.37,119.87,51.01,77,49,6.87,CN,1585764424
79,kasane,-17.82,25.15,78.8,69,9,2.24,BW,1585764424
80,grand gaube,-20.01,57.66,78.8,94,40,4.7,MU,1585764424
81,sakit,27.45,78.82,78.76,24,0,9.51,IN,1585764424
82,comodoro rivadavia,-45.87,-67.5,64.4,45,20,8.05,AR,1585764424
83,yerbogachen,61.28,108.01,17.67,94,100,3.11,RU,1585764424
84,hobart,-42.88,147.33,59.0,93,90,3.56,AU,1585764268
85,palu,-0.89,119.87,75.97,80,100,1.9,ID,1585764425
86,nikolskoye,59.7,30.79,37.4,69,67,8.95,RU,1585764425
87,faanui,-16.48,-151.75,82.47,76,75,11.79,PF,1585764425
88,dubbo,-32.25,148.62,66.2,88,75,10.29,AU,1585764237
89,nantucket,41.28,-70.1,42.8,82,75,24.16,US,1585764425
90,mantua,45.17,10.78,50.0,48,33,5.82,IT,1585764425
91,severo-kurilsk,50.68,156.12,35.01,93,100,13.27,RU,1585764425
92,butaritari,3.07,172.79,83.28,76,23,11.03,KI,1585764425
93,kodiak,57.79,-152.41,35.6,94,90,6.93,US,1585764425
94,thinadhoo,0.53,72.93,83.64,75,37,7.76,MV,1585764426
95,lebu,-37.62,-73.65,63.27,54,0,19.8,CL,1585764426
96,aasiaat,68.71,-52.87,2.86,89,65,4.59,GL,1585764426
97,cayenne,4.93,-52.33,78.8,94,74,12.75,GF,1585764426
98,bethel,41.37,-73.41,53.6,42,75,8.05,US,1585764426
99,saint-philippe,-21.36,55.77,78.8,88,90,4.7,RE,1585764426
100,kavieng,-2.57,150.8,82.26,79,96,8.68,PG,1585764426
101,upernavik,72.79,-56.15,-2.69,78,0,6.64,GL,1585764427
102,lorengau,-2.02,147.27,82.15,79,72,7.34,PG,1585764427
103,ormara,25.21,64.64,76.39,64,0,9.46,PK,1585764427
104,geraldton,-28.77,114.6,71.6,73,40,9.17,AU,1585764427
105,senanga,-16.12,23.27,73.85,51,37,5.26,ZM,1585764427
106,portales,34.19,-103.33,75.2,13,20,18.34,US,1585764427
107,jamestown,42.1,-79.24,46.4,48,1,9.17,US,1585764427
108,putina,-15.47,-69.43,48.54,23,82,12.55,PE,1585764427
109,port moresby,-9.44,147.18,77.0,100,75,5.82,PG,1585764428
110,ballina,-28.87,153.57,68.0,100,75,1.12,AU,1585764428
111,san cristobal,7.77,-72.22,87.8,55,40,12.75,VE,1585764388
112,natal,-5.79,-35.21,87.8,66,75,17.22,BR,1585764428
113,hurricane,37.18,-113.29,66.99,47,1,3.36,US,1585764428
114,khatanga,71.97,102.5,5.5,94,100,10.51,RU,1585764428
115,balashov,51.55,43.17,28.0,43,77,4.0,RU,1585764428
116,bushehr,28.97,50.84,77.0,38,75,6.93,IR,1585764428
117,zheleznodorozhnyy,55.75,38.0,35.6,74,40,8.95,RU,1585764334
118,tartagal,-22.52,-63.8,94.42,36,96,7.23,AR,1585764429
119,hay river,60.82,-115.8,-11.2,63,20,3.36,CA,1585764429
120,nanortalik,60.14,-45.24,32.95,89,100,4.14,GL,1585764429
121,mar del plata,-38.0,-57.56,73.4,69,75,9.17,AR,1585764130
122,andenes,69.31,16.12,30.2,58,22,11.41,NO,1585764429
123,san benito,16.91,-89.91,96.12,37,61,0.65,GT,1585764429
124,vardo,70.37,31.11,23.0,79,40,17.22,NO,1585764429
125,dolinsk,47.35,142.8,26.6,92,100,2.24,RU,1585764429
126,kota,25.18,75.83,79.84,18,0,10.56,IN,1585764429
127,saint george,37.1,-113.58,66.99,47,1,3.36,US,1585764388
128,georgiyevka,43.04,74.71,50.0,81,75,6.71,KZ,1585764430
129,flin flon,54.77,-101.86,10.4,72,90,10.29,CA,1585764203
130,saint-leu,-21.15,55.28,78.8,88,90,4.7,RE,1585764430
131,armeria,18.93,-103.97,84.2,48,5,6.53,MX,1585764430
132,ushtobe,45.25,77.98,54.99,52,100,7.47,KZ,1585764430
133,mandurah,-32.55,115.7,66.99,77,100,8.05,AU,1585764430
134,vigia del fuerte,6.58,-76.89,84.78,79,74,1.66,CO,1585764430
135,nouadhibou,20.93,-17.03,71.6,68,97,17.22,MR,1585764430
136,salinopolis,-0.61,-47.36,81.37,82,85,11.79,BR,1585764342
137,kenai,60.55,-151.26,26.01,62,90,14.99,US,1585764431
138,norman wells,65.28,-126.83,8.6,50,20,8.05,CA,1585764431
139,pemangkat,1.17,108.97,79.05,78,66,2.06,ID,1585764431
140,port hardy,50.7,-127.42,37.4,86,90,4.7,CA,1585764431
141,dunmore east,52.15,-6.99,50.0,61,75,3.36,IE,1585764431
142,kaitangata,-46.28,169.85,50.0,91,19,1.01,NZ,1585764431
143,atasu,48.68,71.64,41.4,64,100,14.47,KZ,1585764432
144,narsaq,60.92,-46.05,37.4,47,75,3.36,GL,1585764432
145,jalu,29.03,21.55,68.11,30,0,7.83,LY,1585764255
146,cotonou,6.37,2.42,84.2,74,40,13.87,BJ,1585764328
147,deputatskiy,69.3,139.9,-4.74,79,97,3.02,RU,1585764432
148,champerico,14.3,-91.92,91.4,52,20,11.41,GT,1585764432
149,morros,-9.45,-46.3,88.29,47,44,10.11,BR,1585764432
150,aurangabad,19.88,75.33,85.96,16,11,13.29,IN,1585764432
151,nueva loja,0.08,-76.88,84.2,70,75,3.36,EC,1585764432
152,surt,31.21,16.59,66.69,52,64,13.09,LY,1585764433
153,clarence town,-32.58,151.78,69.01,88,61,6.93,AU,1585764433
154,longyearbyen,78.22,15.64,6.8,60,75,20.8,SJ,1585764433
155,salalah,17.02,54.09,82.4,78,40,3.36,OM,1585764433
156,necochea,-38.55,-58.74,73.99,72,97,5.01,AR,1585764433
157,provideniya,64.38,-173.3,20.44,96,100,5.39,RU,1585764433
158,blantyre,-15.79,35.01,61.9,58,0,5.32,MW,1585764433
159,isangel,-19.55,169.27,79.84,80,98,5.7,VU,1585764433
160,seymchan,62.88,152.43,2.59,83,73,3.29,RU,1585764433
161,cape town,-33.93,18.42,69.8,56,0,6.93,ZA,1585764423
162,eregli,37.51,34.05,49.12,50,71,1.12,TR,1585764434
163,constitucion,-35.33,-72.42,69.48,35,0,19.26,CL,1585764434
164,cuajinicuilapa,16.47,-98.42,93.72,35,1,10.29,MX,1585764434
165,hammerfest,70.66,23.68,26.6,85,20,9.17,NO,1585764373
166,zhaotong,27.32,103.72,48.96,46,75,2.93,CN,1585764434
167,grajau,-5.82,-46.14,82.85,82,86,5.77,BR,1585764435
168,esperance,-33.87,121.9,62.6,82,75,10.29,AU,1585764435
169,gat,31.61,34.76,62.01,82,40,4.7,IL,1585764435
170,dikson,73.51,80.55,-8.48,91,88,12.73,RU,1585764435
171,bhadrak,21.06,86.51,82.35,64,48,6.87,IN,1585764435
172,tres picos,15.87,-93.53,92.91,43,77,3.06,MX,1585764435
173,saint-francois,46.42,3.91,55.4,32,0,3.36,FR,1585764435
174,bubaque,11.28,-15.83,79.88,69,12,21.05,GW,1585764436
175,mackay,-21.15,149.2,73.0,94,75,5.82,AU,1585764436
176,kirakira,-10.45,161.92,78.8,88,100,11.52,SB,1585764436
177,banda aceh,5.56,95.32,80.42,81,50,2.44,ID,1585764436
178,bang saphan,11.21,99.51,76.57,83,24,3.18,TH,1585764436
179,chuy,-33.7,-53.46,73.6,73,97,14.09,UY,1585764436
180,san juan,-31.54,-68.54,69.69,54,99,16.51,AR,1585764436
181,waingapu,-9.66,120.26,78.84,75,8,2.48,ID,1585764436
182,santa isabel,-23.32,-46.22,84.2,61,21,5.82,BR,1585764436
183,turukhansk,65.82,87.98,8.37,95,42,2.55,RU,1585764436
184,saurimo,-9.66,20.39,71.53,64,79,3.0,AO,1585764437
185,ambon,-3.7,128.18,82.33,78,94,12.44,ID,1585764437
186,ambulu,-8.35,113.61,79.2,78,54,2.82,ID,1585764437
187,olafsvik,64.89,-23.71,25.25,93,97,20.76,IS,1585764437
188,ahipara,-35.17,173.17,61.07,81,30,5.86,NZ,1585764437
189,talnakh,69.49,88.4,5.0,92,75,6.71,RU,1585764437
190,beringovskiy,63.05,179.32,16.48,95,55,7.83,RU,1585764437
191,sobolevo,54.43,31.9,33.67,89,100,15.64,RU,1585764437
192,tateyama,34.98,139.87,57.99,93,75,13.87,JP,1585764437
193,shambu,9.57,37.1,65.52,23,86,0.45,ET,1585764438
194,dingle,11.0,122.67,78.75,81,9,7.52,PH,1585764438
195,carlsbad,33.16,-117.35,69.01,82,40,3.36,US,1585764408
196,hithadhoo,-0.6,73.08,83.77,72,31,7.78,MV,1585764438
197,ostrovnoy,68.05,39.51,21.34,96,100,10.27,RU,1585764438
198,namatanai,-3.67,152.43,81.16,77,100,6.76,PG,1585764438
199,san juan de los morros,9.91,-67.35,97.84,24,43,3.33,VE,1585764438
200,namibe,-15.2,12.15,75.2,68,6,12.64,AO,1585764439
201,husavik,66.04,-17.34,28.4,46,75,34.45,IS,1585764163
202,rio grande,-32.03,-52.1,80.6,65,40,17.22,BR,1585764386
203,ilulissat,69.22,-51.1,-0.4,54,20,12.75,GL,1585764439
204,tubuala,9.52,-79.03,88.0,58,40,10.29,PA,1585764439
205,grindavik,63.84,-22.43,24.8,92,75,29.97,IS,1585764439
206,faya,18.39,42.45,69.8,68,2,4.7,SA,1585764440
207,maridi,4.92,29.47,82.31,41,54,2.98,SS,1585764440
208,laguna,38.42,-121.42,59.0,54,1,11.41,US,1585764441
209,alta floresta,-9.88,-56.09,89.6,70,40,4.7,BR,1585764302
210,marathon,44.9,-89.77,48.2,52,20,9.17,US,1585764441
211,arraial do cabo,-22.97,-42.03,78.8,78,75,6.93,BR,1585764441
212,inndyr,67.03,14.03,33.8,47,100,19.46,NO,1585764441
213,kupang,-10.17,123.58,81.36,72,1,4.5,ID,1585764441
214,fairbanks,64.84,-147.72,18.0,60,1,9.17,US,1585764385
215,tura,25.52,90.22,72.75,23,0,3.09,IN,1585764441
216,wagar,16.15,36.2,85.33,26,21,20.65,SD,1585764442
217,saint-joseph,-21.37,55.62,78.8,88,90,4.7,RE,1585764442
218,bandarbeyla,9.49,50.81,80.55,70,69,9.75,SO,1585764442
219,santo tomas,14.11,121.14,82.99,74,20,8.05,PH,1585764290
220,nhulunbuy,-12.23,136.77,77.0,94,49,8.21,AU,1585764442
221,date,42.47,140.87,42.76,76,100,8.16,JP,1585764442
222,saldanha,-33.01,17.94,75.2,41,0,12.75,ZA,1585764442
223,nishihara,26.18,127.76,64.4,67,90,8.05,JP,1585764443
224,port hedland,-20.32,118.57,82.4,69,85,11.41,AU,1585764443
225,gary,41.59,-87.35,54.0,81,90,9.17,US,1585764443
226,uvinza,-5.1,30.39,69.53,67,42,1.48,TZ,1585764443
227,naze,28.37,129.48,64.4,68,75,13.87,JP,1585764443
228,muros,42.78,-9.06,57.99,76,40,5.82,ES,1585764443
229,pouembout,-21.13,164.9,73.09,86,28,8.05,NC,1585764443
230,hilo,19.73,-155.09,68.0,82,75,4.7,US,1585764443
231,stepnogorsk,52.35,71.89,33.78,78,75,11.34,KZ,1585764443
232,conde,-7.26,-34.91,87.8,66,40,12.75,BR,1585764444
233,sept-iles,50.2,-66.38,42.8,52,75,5.82,CA,1585764444
234,sur,22.57,59.53,76.14,71,1,2.51,OM,1585764444
235,mangrol,21.12,70.12,78.01,66,0,14.34,IN,1585764444
236,tilichiki,60.47,166.1,12.51,95,99,6.22,RU,1585764444
237,haines junction,60.75,-137.51,11.73,81,33,3.06,CA,1585764444
238,omboue,-1.57,9.26,77.45,93,96,10.09,GA,1585764444
239,baykit,61.67,96.37,30.51,93,100,6.22,RU,1585764444
240,bedesa,8.9,40.78,71.24,41,89,3.85,ET,1585764425
241,iberia,29.95,-91.75,72.0,40,1,9.17,US,1585764445
242,santa vitoria do palmar,-33.52,-53.37,74.21,72,97,14.38,BR,1585764445
243,cabo san lucas,22.89,-109.91,84.99,44,5,4.7,MX,1585764445
244,olot,42.18,2.49,52.0,93,90,9.17,ES,1585764445
245,egvekinot,66.32,-179.17,14.11,94,90,6.6,RU,1585764446
246,bambamarca,-6.68,-78.53,66.2,59,75,2.24,PE,1585764446
247,kano,12.0,8.52,102.2,22,20,8.05,NG,1585764247
248,port macquarie,-31.43,152.92,63.0,100,69,4.85,AU,1585764447
249,vila franca do campo,37.72,-25.43,59.0,72,75,25.28,PT,1585764447
250,saint-pierre,-21.34,55.48,78.8,88,90,4.7,RE,1585764448
251,encruzilhada do sul,-30.54,-52.52,77.22,66,59,6.31,BR,1585764448
252,saint anthony,45.02,-93.22,53.01,48,1,14.99,US,1585764448
253,meadow lake,34.8,-106.54,72.0,18,75,10.29,US,1585764449
254,tuatapere,-46.13,167.68,53.01,89,47,3.15,NZ,1585764449
255,himatangi,-40.4,175.32,54.0,98,2,3.36,NZ,1585764449
256,syracuse,37.09,15.28,59.0,62,25,13.87,IT,1585764214
257,lom sak,16.78,101.24,86.0,56,49,2.62,TH,1585764449
258,kununurra,-15.77,128.73,80.6,78,90,2.24,AU,1585764450
259,kvitok,56.07,98.48,34.32,82,48,4.88,RU,1585764450
260,fairlie,55.76,-4.86,48.2,87,90,13.87,GB,1585764450
261,mitchell,43.71,-98.03,64.4,48,1,13.87,US,1585764450
262,baturite,-4.33,-38.88,86.22,62,63,7.99,BR,1585764450
263,puerto del rosario,28.5,-13.86,68.0,68,20,8.05,ES,1585764450
264,pisco,-13.7,-76.22,75.0,30,59,10.29,PE,1585764450
265,vila velha,-20.33,-40.29,84.0,74,75,11.41,BR,1585764450
266,nome,64.5,-165.41,21.2,67,75,16.11,US,1585764451
267,mamallapuram,12.63,80.17,84.99,79,20,4.7,IN,1585764451
268,yumen,40.28,97.2,34.97,35,0,17.6,CN,1585764451
269,guerrero negro,27.98,-114.06,68.7,52,38,8.19,MX,1585764451
270,berdigestyakh,62.1,126.7,6.08,90,100,11.14,RU,1585764451
271,hearst,49.68,-83.67,32.29,92,96,6.13,CA,1585764451
272,san rafael,-34.62,-68.33,72.99,30,72,17.83,AR,1585764157
273,kaka,37.35,59.61,60.33,41,5,5.75,TM,1585764451
