City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
jalalabad,75,AF,1588618948,68,34.43,70.45,68.0,3.02
lipari,0,IT,1588618949,86,38.47,14.95,64.99,5.01
matamoros,40,MX,1588618949,20,25.53,-103.25,93.2,2.24
nyurba,76,RU,1588618950,87,63.28,118.33,31.19,4.43
las colinas,98,PA,1588618950,86,8.55,-80.08,95.0,12.39
santiago del estero,1,AR,1588618789,49,-27.8,-64.26,76.84,7.85
youkounkoun,30,GN,1588618950,13,12.53,-13.13,100.49,3.76
alice town,0,BS,1588618951,60,25.72,-79.3,77.05,4.38
klaksvik,100,FO,1588618951,75,62.23,-6.59,42.8,9.17
santa cruz,75,BO,1588618828,62,-17.8,-63.17,86.0,13.87
margate,0,GB,1588618938,78,51.38,1.39,52.0,21.16
chaman,0,PK,1588618952,20,30.92,66.45,73.54,8.21
amapa,100,BR,1588618953,91,1.0,-52.0,80.31,4.16
tahta,0,EG,1588618953,17,26.77,31.5,87.8,9.17
najran,75,SA,1588618953,57,17.49,44.13,78.8,9.17
brigantine,40,US,1588618953,31,39.41,-74.36,75.2,16.11
arteaga,99,MX,1588618954,16,18.47,-102.42,93.6,4.21
payakumbuh,100,ID,1588618954,76,-0.22,100.63,70.32,2.55
komsomolskiy,100,UZ,1588618954,45,40.43,71.72,66.2,6.93
bonavista,71,CA,1588618955,80,48.65,-53.11,39.99,14.0
pangai,40,TO,1588618955,83,-19.8,-174.35,77.0,6.93
sovetskaya,85,RU,1588618956,100,44.78,41.17,59.0,4.0
bethel,75,US,1588618956,39,41.37,-73.41,64.0,16.11
aykhal,100,RU,1588618956,44,66.0,111.5,37.4,4.47
guarapari,2,BR,1588618957,68,-20.67,-40.5,75.0,6.29
qaqortoq,75,GL,1588618957,60,60.72,-46.03,42.8,3.36
anadyr,75,RU,1588618957,85,64.75,177.48,19.4,15.66
san patricio,40,MX,1588618958,78,19.22,-104.7,78.8,11.41
visnes,20,NO,1588618958,73,59.36,5.22,44.6,20.8
luderitz,0,NA,1588618958,46,-26.65,15.16,70.68,18.68
bay roberts,92,CA,1588618958,70,47.6,-53.26,46.0,5.99
port victoria,100,KE,1588618959,58,0.09,33.98,72.03,6.38
filadelfia,75,US,1588618803,27,39.95,-75.16,73.4,24.16
zimapan,70,MX,1588618960,16,20.75,-99.35,80.94,6.8
dilla,100,ET,1588618960,53,6.41,38.31,63.1,3.42
san cristobal,40,VE,1588618960,44,7.77,-72.22,93.2,16.11
kuytun,100,RU,1588618961,43,54.34,101.5,51.64,6.29
constitucion,100,CL,1588618961,58,-35.33,-72.42,62.53,12.03
ayia galini,44,GR,1588618961,78,35.1,24.68,61.0,1.01
newport,66,GB,1588618962,58,51.59,-3.0,62.01,15.3
saint-georges,40,GD,1588618863,79,12.06,-61.75,84.2,23.04
laguna,0,US,1588618962,35,38.42,-121.42,72.0,4.7
necochea,1,AR,1588618963,74,-38.55,-58.74,64.99,3.0
jabalpur,4,IN,1588618963,23,23.17,79.95,86.11,4.85
baijiantan,0,CN,1588618963,44,45.63,85.18,64.78,6.82
batemans bay,0,AU,1588618964,81,-35.72,150.18,50.0,4.0
pran buri,0,TH,1588618964,77,12.38,99.91,81.18,5.61
nargana,100,PA,1588618965,80,9.44,-78.59,82.85,9.17
tongren,35,CN,1588618965,83,27.72,109.19,74.46,1.7
kaitangata,8,NZ,1588618965,74,-46.28,169.85,44.01,10.0
svetlaya,75,RU,1588618966,88,46.54,138.33,38.12,5.26
namibe,0,AO,1588618966,65,-15.2,12.15,76.32,6.93
fantino,20,DO,1588618967,49,19.12,-70.3,91.4,13.87
trelew,100,AR,1588618967,47,-43.25,-65.31,59.5,20.0
nanortalik,100,GL,1588618967,83,60.14,-45.24,36.77,8.93
sinazongwe,0,ZM,1588618968,44,-17.26,27.46,75.47,2.98
puerto carreno,75,CO,1588618968,66,6.19,-67.49,86.0,4.7
matara,100,LK,1588618968,87,5.95,80.54,80.64,6.11
ostrovnoy,73,RU,1588618969,90,68.05,39.51,36.45,15.23
nouadhibou,0,MR,1588618861,64,20.93,-17.03,73.4,20.8
roma,90,US,1588618969,70,43.21,-75.46,46.99,14.99
fare,0,PF,1588618970,77,-16.7,-151.02,83.07,12.46
shingu,0,JP,1588618970,86,33.73,135.98,61.86,4.79
muzhi,100,RU,1588618970,96,65.37,64.67,24.66,8.48
wanning,51,CN,1588618971,92,18.8,110.4,77.32,9.73
asau,100,RO,1588618971,82,46.43,26.4,50.0,1.32
biala podlaska,0,PL,1588618971,62,52.03,23.12,49.51,2.48
katsuura,40,JP,1588618972,93,35.13,140.3,63.0,2.24
oktyabrskiy,100,RU,1588618972,54,54.48,53.47,51.73,2.91
morant bay,40,JM,1588618973,66,17.88,-76.41,86.0,17.22
panaba,0,MX,1588618973,31,21.28,-88.27,97.16,9.1
namatanai,77,PG,1588618973,85,-3.67,152.43,80.26,7.56
vila velha,29,BR,1588618944,57,-20.33,-40.29,78.8,14.99
la ronge,5,CA,1588618974,43,55.1,-105.28,50.0,8.05
hamilton,1,US,1588618882,40,39.18,-84.53,70.0,5.82
ponta delgada,75,PT,1588618928,82,37.73,-25.67,60.8,25.28
kutum,0,SD,1588618975,10,14.2,24.67,80.01,8.01
tefe,40,BR,1588618975,84,-3.35,-64.71,86.0,3.36
goma,65,CD,1588618976,54,-1.68,29.22,64.78,2.13
kavieng,66,PG,1588618976,83,-2.57,150.8,82.71,11.36
upernavik,100,GL,1588618976,94,72.79,-56.15,19.45,18.79
panguna,100,PG,1588618977,85,-6.32,155.48,71.02,3.87
marzuq,100,YE,1588618977,38,14.4,46.47,79.86,1.48
vologda,100,RU,1588618977,93,59.22,39.89,54.25,7.72
mitsamiouli,94,KM,1588618978,78,-11.38,43.28,81.99,12.91
majene,69,ID,1588618978,86,-3.54,118.97,79.2,7.61
ilam,21,NP,1588618978,52,26.92,87.92,63.48,4.79
solvychegodsk,100,RU,1588618979,91,61.33,46.92,55.49,5.41
lucapa,0,AO,1588618964,66,-8.42,20.74,70.38,3.04
ordynskoye,100,RU,1588618979,80,54.37,81.9,37.69,8.88
sandovo,100,RU,1588618980,91,58.46,36.41,53.37,2.35
ahuimanu,40,US,1588618980,51,21.44,-157.84,82.4,19.46
ayan,94,RU,1588618981,98,56.45,138.17,30.92,6.53
mundo nuevo,30,MX,1588618981,58,18.7,-95.5,86.79,10.85
deniliquin,0,AU,1588618981,92,-35.53,144.97,41.0,4.0
orange,20,US,1588618688,53,33.7,-117.77,75.99,3.36
alto piquiri,6,BR,1588618982,49,-24.03,-53.44,77.97,6.87
caravelas,78,BR,1588618982,68,-17.71,-39.25,75.88,9.24
narasannapeta,93,IN,1588618983,67,18.42,84.05,84.18,13.69
whitehorse,40,CA,1588618983,45,60.72,-135.05,48.2,9.17
travesia,40,HN,1588618983,52,15.87,-87.9,95.0,11.41
vysotsk,0,RU,1588618984,61,60.63,28.57,48.2,2.24
suzun,100,RU,1588618984,82,53.78,82.31,39.29,6.76
yenagoa,95,NG,1588618984,88,4.92,6.26,80.76,3.94
choma,10,ZM,1588618985,39,-16.81,26.95,63.45,4.59
alofi,40,NU,1588618985,94,-19.06,-169.92,68.0,1.12
westport,70,US,1588618985,44,41.14,-73.36,64.99,8.99
jalingo,98,NG,1588618986,66,8.88,11.37,83.77,1.74
naica,0,MX,1588618986,8,27.85,-105.48,91.15,1.1
gornopravdinsk,29,RU,1588618986,82,60.05,69.9,34.47,1.57
finschhafen,100,PG,1588618987,81,-6.6,147.87,80.47,6.15
bonthe,97,SL,1588618983,76,7.53,-12.51,83.14,6.4
angoche,0,MZ,1588618988,72,-16.23,39.91,75.49,10.42
chebenki,0,RU,1588618988,50,51.93,55.71,48.2,4.47
gold coast,1,AU,1588618988,72,-28.0,153.43,63.0,13.87
zhangye,74,CN,1588618989,28,38.93,100.45,61.99,2.98
maniitsoq,99,GL,1588618989,89,65.42,-52.9,26.71,5.99
thinadhoo,88,MV,1588618989,79,0.53,72.93,84.27,10.29
millbrook,40,US,1588618990,58,32.48,-86.36,84.99,3.36
shahr-e babak,13,IR,1588618990,15,30.12,55.12,67.84,6.22
foam lake,100,CA,1588618990,58,51.65,-103.53,46.02,5.61
gazli,100,UZ,1588618991,69,40.13,63.45,66.72,8.75
aklavik,5,CA,1588618991,49,68.22,-135.01,26.6,5.82
porbandar,0,IN,1588618991,85,21.64,69.61,81.61,11.12
yar-sale,0,RU,1588618992,92,66.83,70.83,9.95,1.95
tuatapere,76,NZ,1588618992,83,-46.13,167.68,45.14,17.78
pangnirtung,90,CA,1588618992,72,66.15,-65.71,14.0,12.75
hoa binh,90,VN,1588618993,83,20.81,105.34,80.6,9.17
aldama,3,MX,1588618993,68,22.92,-98.07,91.0,5.01
deputatskiy,85,RU,1588618993,88,69.3,139.9,5.36,1.34
kentau,100,KZ,1588618994,22,43.52,68.51,66.58,27.81
kahului,40,US,1588618994,73,20.89,-156.47,75.2,20.8
beloha,0,MG,1588618994,86,-25.17,45.05,65.44,6.6
sabirabad,100,AZ,1588618995,77,40.01,48.48,66.2,8.77
yerbogachen,100,RU,1588618995,64,61.28,108.01,42.49,6.73
biak,100,ID,1588618995,81,-0.91,122.88,78.33,4.97
merauke,99,ID,1588618996,88,-8.47,140.33,78.75,10.36
alice springs,0,AU,1588618744,60,-23.7,133.88,42.8,6.78
oranjemund,0,NA,1588618996,71,-28.55,16.43,61.05,15.93
bayan,91,CN,1588618997,54,46.08,127.4,51.01,7.58
bayshore gardens,1,US,1588618997,51,27.43,-82.59,86.0,12.75
kalianget,8,ID,1588618997,80,-7.05,113.93,81.52,9.78
torbay,75,CA,1588618998,79,47.67,-52.73,43.0,21.92
fereydun kenar,0,IR,1588618998,63,36.69,52.52,66.2,6.93
hudson bay,100,CA,1588618998,38,52.85,-102.38,54.12,7.92
beringovskiy,30,RU,1588618999,96,63.05,179.32,22.57,6.91
richards bay,51,ZA,1588618923,85,-28.78,32.04,67.73,2.1
bangaon,20,IN,1588619000,94,23.07,88.82,78.8,6.93
mackay,8,AU,1588619000,87,-21.15,149.2,59.0,9.17
dryden,20,CA,1588619000,42,49.78,-92.75,44.6,9.17
shangrao,100,CN,1588619001,80,28.45,117.97,75.06,2.46
spoleto,0,IT,1588619001,50,42.74,12.74,63.0,9.17
sitka,40,US,1588619001,61,57.05,-135.33,48.2,13.87
san quintin,0,MX,1588619002,59,30.48,-115.95,71.22,15.66
muswellbrook,98,AU,1588619002,71,-32.27,150.9,52.0,0.51
tucano,99,BR,1588618770,55,-10.96,-38.79,83.53,9.53
alekseyevsk,0,RU,1588619003,77,57.84,108.35,35.47,3.33
luanda,20,AO,1588619003,83,-8.84,13.23,80.6,4.7
lunino,78,RU,1588619003,65,53.59,45.23,54.23,7.38
pumiao,57,CN,1588619004,88,22.75,108.48,78.8,4.47
mount gambier,90,AU,1588619004,100,-37.83,140.77,42.8,8.05
vestmanna,100,FO,1588619004,75,62.16,-7.17,42.8,9.17
vytegra,44,RU,1588619005,80,61.01,36.45,45.5,1.03
touros,75,BR,1588619005,94,-5.2,-35.46,77.0,5.82
altay,100,CN,1588619005,47,47.87,88.12,52.34,4.36
calvia,0,ES,1588619006,44,39.57,2.51,77.0,5.82
honningsvag,75,NO,1588619006,80,70.98,25.97,39.2,11.41
yarada,40,IN,1588619006,83,17.65,83.27,84.2,3.36
leningradskiy,0,RU,1588619007,88,69.38,178.42,17.76,3.42
black diamond,99,US,1588618755,48,47.31,-122.0,63.0,3.71
gat,0,IL,1588618804,57,31.61,34.76,72.0,4.32
kapit,91,MY,1588619008,94,2.02,112.93,75.42,1.41
ballina,41,AU,1588619008,82,-28.87,153.57,57.2,9.17
minab,0,IR,1588619008,48,27.15,57.08,86.0,2.24
akbarpur,23,IN,1588619009,38,26.42,82.55,87.04,8.93
rolla,90,US,1588618725,59,37.95,-91.77,64.0,9.17
portland,62,US,1588618834,53,45.52,-122.68,66.0,1.01
sao joao da barra,40,BR,1588619010,47,-21.64,-41.05,78.8,6.93
burnie,0,AU,1588619010,86,-41.07,145.92,50.0,4.0
dongsheng,0,CN,1588619010,47,39.82,109.98,52.56,6.6
nantucket,1,US,1588618904,67,41.28,-70.1,59.0,11.41
kavaratti,23,IN,1588619011,82,10.57,72.64,85.91,14.94
enshi,99,CN,1588619011,70,30.3,109.48,66.52,2.01
markdale,0,CA,1588619012,67,44.32,-80.65,43.0,5.01
kashi,0,CN,1588619012,17,39.45,75.98,64.4,6.71
dvinskoy,100,RU,1588619012,87,62.15,45.12,47.98,3.09
nikolskiy,73,RU,1588619013,84,60.92,34.06,45.07,2.84
parlakimidi,96,IN,1588619013,59,18.77,84.08,84.24,4.05
itarema,100,BR,1588619013,81,-2.92,-39.92,81.36,11.01
sangar,0,RU,1588619014,92,63.92,127.47,20.68,1.16
hakodate,75,JP,1588619014,87,41.78,140.74,50.0,6.93
destin,1,US,1588619014,61,30.39,-86.5,78.8,8.05
ucluelet,90,CA,1588618826,62,48.93,-125.55,55.0,11.41
west wendover,1,US,1588619015,28,40.74,-114.07,59.0,10.29
cukai,42,MY,1588619015,100,4.25,103.42,77.0,3.56
iskateley,100,RU,1588619016,98,67.68,53.15,35.69,11.9
wangkui,100,CN,1588619016,62,46.83,126.5,47.48,9.19
lubango,59,AO,1588619017,31,-14.92,13.49,64.09,1.86
nelson bay,90,AU,1588619017,93,-32.72,152.15,54.0,10.29
jayanca,40,PE,1588619018,61,-6.39,-79.82,82.4,3.36
zlatoust,0,RU,1588619018,52,55.17,59.65,43.02,1.77
bandundu,1,CD,1588619019,65,-3.32,17.37,80.47,2.95
orizatlan,63,MX,1588619019,39,21.18,-98.62,92.35,5.68
neuquen,100,AR,1588619020,24,-38.95,-68.06,71.6,14.99
benguela,0,AO,1588619020,82,-12.58,13.41,78.28,2.26
waingapu,89,ID,1588619020,82,-9.66,120.26,76.6,8.21
luganville,100,VU,1588619021,84,-15.53,167.17,78.08,7.14
deer lake,20,CA,1588619021,39,49.17,-57.43,48.2,6.93
seoul,90,KR,1588619022,76,37.57,126.98,57.2,1.92
poopo,100,BO,1588619022,8,-18.37,-66.97,59.36,8.25
kuvandyk,0,RU,1588619022,46,51.48,57.36,51.53,6.11
vila franca do campo,75,PT,1588619023,82,37.72,-25.43,60.8,25.28
petropavlovsk-kamchatskiy,90,RU,1588619023,100,53.05,158.65,33.8,4.47
kalisz,35,PL,1588619024,81,51.76,18.09,48.99,1.01
kashin,100,RU,1588619024,93,57.36,37.61,54.12,5.84
salym,41,RU,1588619024,90,60.06,71.48,31.98,3.04
loandjili,100,CG,1588619025,89,-4.76,11.86,80.44,6.02
kidal,63,ML,1588619025,8,18.44,1.41,94.91,6.26
rawah,0,IQ,1588619025,25,34.48,41.91,79.52,13.87
beyneu,0,KZ,1588619026,33,45.32,55.2,64.74,19.66
shenjiamen,100,CN,1588619026,93,29.96,122.3,63.37,9.35
hualmay,61,PE,1588619026,70,-11.1,-77.61,72.34,11.34
mayumba,100,GA,1588619027,89,-3.43,10.66,80.17,3.8
bangolo,89,CI,1588619027,84,7.01,-7.47,77.4,2.68
olafsvik,96,IS,1588619028,77,64.89,-23.71,44.38,32.39
port augusta,0,AU,1588619028,93,-32.5,137.77,45.0,2.24
miri,90,MY,1588619028,100,4.41,114.01,77.0,1.12
outlook,100,CA,1588619029,55,51.5,-107.05,51.01,11.01
northam,100,GB,1588619029,71,51.03,-4.22,57.99,8.99
high level,40,CA,1588618902,41,58.52,-117.14,60.8,6.93
maldonado,100,UY,1588619030,65,-34.67,-54.92,66.99,5.99
odienne,100,CI,1588619030,39,9.51,-7.57,87.55,3.29
nauchnyy gorodok,70,RU,1588619030,80,53.42,83.52,39.2,8.95
turukhansk,86,RU,1588619031,96,65.82,87.98,24.1,11.61
oistins,40,BB,1588619031,66,13.07,-59.53,86.0,23.04
mazagao,40,BR,1588618909,70,-0.12,-51.29,91.4,10.29
baykit,100,RU,1588619032,78,61.67,96.37,40.44,7.99
arlit,61,NE,1588619032,8,18.74,7.39,96.94,6.35
moose factory,90,CA,1588619033,62,51.26,-80.61,23.0,10.29
humaita,100,BR,1588619033,93,-7.51,-63.02,76.42,3.27
huarmey,39,PE,1588619033,64,-10.07,-78.15,75.45,12.12
pinhao,0,BR,1588618893,29,-25.7,-51.66,73.2,3.74
kununurra,100,AU,1588619034,43,-15.77,128.73,69.8,6.93
kaseda,100,JP,1588619034,93,31.42,130.32,64.0,5.01
mahanoro,19,MG,1588619034,83,-19.9,48.8,74.23,2.42
mayskiy,40,RU,1588619035,87,47.69,40.1,59.0,6.71
xinmin,29,CN,1588619035,93,41.99,122.83,41.0,2.24
nortelandia,2,BR,1588619036,40,-14.45,-56.8,89.67,1.25
nema,31,RU,1588619036,77,57.51,50.5,51.4,6.6
mogadishu,100,SO,1588618939,79,2.04,45.34,83.19,10.29
pangody,0,RU,1588619037,95,65.85,74.49,12.74,6.22
arawa,99,PG,1588619037,84,-6.21,155.54,79.5,4.9
wewak,100,PG,1588619037,85,-3.55,143.63,77.92,7.23
nagato,75,JP,1588619038,93,34.38,131.2,63.0,2.24
libertador general san martin,72,AR,1588619038,47,-23.81,-64.79,82.85,6.71
rock sound,0,BS,1588619039,62,24.9,-76.2,75.85,6.87
muisne,75,EC,1588619039,83,0.6,-80.03,84.2,10.29
belaya gora,92,RU,1588619039,95,68.53,146.42,16.21,3.49
port-gentil,40,GA,1588619040,94,-0.72,8.78,80.6,3.36
kenitra,75,MA,1588618900,77,34.26,-6.58,68.0,5.82
kendari,75,ID,1588619040,88,-3.94,122.5,75.96,2.17
along,17,IN,1588619041,76,28.17,94.77,66.16,1.59
surt,0,LY,1588619041,86,31.21,16.59,66.31,8.43
jieshi,36,CN,1588619041,92,22.81,115.83,76.32,7.52
husavik,20,IS,1588619042,40,66.04,-17.34,53.6,50.55
gazojak,68,TM,1588619042,58,41.19,61.4,64.11,10.96
hede,100,CN,1588619042,85,33.77,120.25,54.99,6.96
ranong,0,TH,1588619043,80,9.97,98.63,80.82,1.32
abha,40,SA,1588619043,49,18.22,42.51,68.0,9.17
carauari,100,BR,1588619044,93,-4.88,-66.9,78.15,2.04
fethiye,75,TR,1588618842,93,36.62,29.12,55.4,3.36
takoradi,100,GH,1588619045,83,4.88,-1.76,82.24,7.29
sakakah,100,SA,1588619045,10,29.97,40.21,87.8,5.82
aparecida do taboado,0,BR,1588618824,41,-20.09,-51.09,82.24,2.55
hornepayne,0,CA,1588619046,54,49.21,-84.77,40.23,7.76
rincon,1,US,1588618999,43,32.3,-81.24,90.0,8.05
aswan,0,EG,1588619046,12,24.09,32.91,87.19,13.89
grand gaube,0,MU,1588619047,75,-20.01,57.66,77.0,7.0
kawalu,100,ID,1588619047,81,-7.38,108.21,73.49,2.15
